型番,カード名,レアリティ,画像URL,画像タイトル,元URL,source,src_admin_id
121/XY-P,ダイゴ,,https://minnano-toreka.com/wp-content/uploads/2026/07/121-XY-P_pcg-a17462.webp,ダイゴ[121/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/030971_T_DAIGO.jpg,公式,17462
122/XY-P,レックウザEX,,https://minnano-toreka.com/wp-content/uploads/2026/07/122-XY-P_pcg-a17457.webp,レックウザEX[122/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031055_P_REKKUUZAEX.jpg,公式,17457
123/XY-P,レックウザEX,,https://minnano-toreka.com/wp-content/uploads/2026/07/123-XY-P_pcg-a17452.webp,レックウザEX[123/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031056_P_REKKUUZAEX.jpg,公式,17452
125/XY-P,ちからのハチマキ,,https://minnano-toreka.com/wp-content/uploads/2026/07/125-XY-P_pcg-a17442.webp,ちからのハチマキ[125/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/030972_T_CHIKARANOHACHIMAKI.jpg,公式,17442
127/S-P,プレイヤーズセレモニー,,https://minnano-toreka.com/wp-content/uploads/2026/07/127-S-P_pcg-a17434.webp,プレイヤーズセレモニー[127/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/038633_T_PUREIYAZUSEREMONI.jpg,公式,17434
129/BW-P,プリズムエネルギー,,https://minnano-toreka.com/wp-content/uploads/2026/07/129-BW-P_pcg-a17429.webp,プリズムエネルギー[129/BW-P],https://www.pokemon-card.com/assets/images/card_images/large/BWP/028000_E_PURIZUMUENERUGI.jpg,公式,17429
133/XY-P,ガチゴラスEX,,https://minnano-toreka.com/wp-content/uploads/2026/07/133-XY-P_pcg-a17406.webp,ガチゴラスEX[133/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031072_P_GACHIGORASUEX.jpg,公式,17406
135/S-P,ガラル ジグザグマ,,https://minnano-toreka.com/wp-content/uploads/2026/07/135-S-P_pcg-a17399.webp,ガラル ジグザグマ[135/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/038644_P_GARARUJIGUZAGUMA.jpg,公式,17399
136/S-P,げんきのハチマキ,,https://minnano-toreka.com/wp-content/uploads/2026/07/136-S-P_pcg-a17394.webp,げんきのハチマキ[136/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/038645_T_GENKINOHACHIMAKI.jpg,公式,17394
136/SV-P,バトルコンプレッサー（フレア団ギア）,,https://minnano-toreka.com/wp-content/uploads/2026/07/136-SV-P_pcg-a17393.webp,バトルコンプレッサー（フレア団ギア）[136/SV-P],https://www.pokemon-card.com/assets/images/card_images/large/SV-P/044845_T_BATORUKONPURESSA.jpg,公式,17393
138/SM-P,ポンチョを着たイーブイ,,https://minnano-toreka.com/wp-content/uploads/2026/07/138-SM-P_pcg-a17385.webp,ポンチョを着たイーブイ[138/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/034345_P_PONCHOWOKITAIBUI.jpg,公式,17385
139/S-P,ホップ,,https://minnano-toreka.com/wp-content/uploads/2026/07/139-S-P_pcg-a17379.webp,ホップ[139/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/038838_T_HOPPU.jpg,公式,17379
139/XY-P,オールナイトパーティ,,https://minnano-toreka.com/wp-content/uploads/2026/07/139-XY-P_pcg-a17377.webp,オールナイトパーティ[139/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031086_T_ORUNAITOPATEI.jpg,公式,17377
140/XY-P,ブラッキー,,https://minnano-toreka.com/wp-content/uploads/2026/07/140-XY-P_pcg-a17372.webp,ブラッキー[140/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031087_P_BURAKKI.jpg,公式,17372
141/SM-P,ポンチョを着たイーブイ,,https://minnano-toreka.com/wp-content/uploads/2026/07/141-SM-P_pcg-a17370.webp,ポンチョを着たイーブイ[141/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/034348_P_PONCHOWOKITAIBUI.jpg,公式,17370
141/XY-P,ニンフィア,,https://minnano-toreka.com/wp-content/uploads/2026/07/141-XY-P_pcg-a17367.webp,ニンフィア[141/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031088_P_NINFIA.jpg,公式,17367
144/BW-P,レックウザ,,https://minnano-toreka.com/wp-content/uploads/2026/07/144-BW-P_pcg-a17357.webp,レックウザ[144/BW-P],https://www.pokemon-card.com/assets/images/card_images/large/BWP/028005_P_REKKUUZA.jpg,公式,17357
146/S-P,メッソン,,https://minnano-toreka.com/wp-content/uploads/2026/07/146-S-P_pcg-a17349.webp,メッソン[146/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/038843_P_MESSON.jpg,公式,17349
147/SM-P,アローラ ロコン,,https://minnano-toreka.com/wp-content/uploads/2026/07/147-SM-P_pcg-a17346.webp,アローラ ロコン[147/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/034354_P_ARORAROKON.jpg,公式,17346
150/XY-P,コイキングごっこピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/150-XY-P_pcg-a17332.webp,コイキングごっこピカチュウ[150/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031162_P_KOIKINGUGOKKOPIKACHUU.jpg,公式,17332
151/XY-P,ギャラドスごっこピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/151-XY-P_pcg-a17327.webp,ギャラドスごっこピカチュウ[151/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031163_P_GYARADOSUGOKKOPIKACHUU.jpg,公式,17327
152/SM-P,カプ・テテフ,,https://minnano-toreka.com/wp-content/uploads/2026/07/152-SM-P_pcg-a17326.webp,カプ・テテフ[152/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/034380_P_KAPUTETEFU.jpg,公式,17326
152/XY-P,カイオーガEX,,https://minnano-toreka.com/wp-content/uploads/2026/07/152-XY-P_pcg-a17323.webp,カイオーガEX[152/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031164_P_KAIOGAEX.jpg,公式,17323
153/BW-P,殿堂ベルト,,https://minnano-toreka.com/wp-content/uploads/2026/07/153-BW-P_crush-a17322.webp,殿堂ベルト[153/BW-P],https://www.cardrush-pokemon.jp/product/7109,カードラッシュ,17322
153/SM-P,カプ・レヒレ,,https://minnano-toreka.com/wp-content/uploads/2026/07/153-SM-P_pcg-a17321.webp,カプ・レヒレ[153/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/034381_P_KAPUREHIRE.jpg,公式,17321
153/XY-P,グラードンEX,,https://minnano-toreka.com/wp-content/uploads/2026/07/153-XY-P_pcg-a17319.webp,グラードンEX[153/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031165_P_GURADONEX.jpg,公式,17319
155/XY-P,フーパ,,https://minnano-toreka.com/wp-content/uploads/2026/07/155-XY-P_pcg-a17312.webp,フーパ[155/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031167_P_FUPA.jpg,公式,17312
158/XY-P,レックウザEX,,https://minnano-toreka.com/wp-content/uploads/2026/07/158-XY-P_pcg-a17301.webp,レックウザEX[158/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031170_P_REKKUUZAEX.jpg,公式,17301
175/BW-P,どくさいみん光線,,https://minnano-toreka.com/wp-content/uploads/2026/07/175-BW-P_pcg-a17243.webp,どくさいみん光線[175/BW-P],https://www.pokemon-card.com/assets/images/card_images/large/BWP/031308_T_DOKUSAIMINKOUSEN.jpg,公式,17243
182/BW-P,リーフィア,,https://minnano-toreka.com/wp-content/uploads/2026/07/182-BW-P_pcg-a17215.webp,リーフィア[182/BW-P],https://www.pokemon-card.com/assets/images/card_images/large/BWP/028506_P_RIFIA.jpg,公式,17215
185/XY-P,クチートEX,,https://minnano-toreka.com/wp-content/uploads/2026/07/185-XY-P_pcg-a17202.webp,クチートEX[185/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031588_P_KUCHITOEX.jpg,公式,17202
186/S-P,ブースターVMAX,,https://minnano-toreka.com/wp-content/uploads/2026/07/186-S-P_pcg-a17199.webp,ブースターVMAX[186/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/039910_P_BUSUTAVMAX.jpg,公式,17199
186/XY-P,"<span class=""pcg pcg-megamark""></span>クチートEX",,https://minnano-toreka.com/wp-content/uploads/2026/07/186-XY-P_pcg-a17198.webp,"<span class=""pcg pcg-megamark""></span>クチートEX[186/XY-P]",https://www.pokemon-card.com/assets/images/card_images/large/XYP/031589_P_MKUCHITOEX.jpg,公式,17198
187/BW-P,エーフィ,,https://minnano-toreka.com/wp-content/uploads/2026/07/187-BW-P_pcg-a17197.webp,エーフィ[187/BW-P],https://www.pokemon-card.com/assets/images/card_images/large/BWP/028511_P_EFI.jpg,公式,17197
187/S-P,シャワーズVMAX,,https://minnano-toreka.com/wp-content/uploads/2026/07/187-S-P_pcg-a17195.webp,シャワーズVMAX[187/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/039911_P_SHAWAZUVMAX.jpg,公式,17195
188/BW-P,ブラッキー,,https://minnano-toreka.com/wp-content/uploads/2026/07/188-BW-P_pcg-a17193.webp,ブラッキー[188/BW-P],https://www.pokemon-card.com/assets/images/card_images/large/BWP/028512_P_BURAKKI.jpg,公式,17193
192/SM-P,ボスごっこピカチュウ アクア団,,https://minnano-toreka.com/wp-content/uploads/2026/07/192-SM-P_pcg-a17179.webp,ボスごっこピカチュウ アクア団[192/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/034770_P_BOSUGOKKOPIKACHUUAKUADAN.jpg,公式,17179
193/XY-P,キュウコンEX,,https://minnano-toreka.com/wp-content/uploads/2026/07/193-XY-P_pcg-a17174.webp,キュウコンEX[193/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031593_P_KYUUKONEX.jpg,公式,17174
197/SM-P,ボスごっこピカチュウ スカル団,,https://minnano-toreka.com/wp-content/uploads/2026/07/197-SM-P_pcg-a17164.webp,ボスごっこピカチュウ スカル団[197/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/034775_P_BOSUGOKKOPIKACHUUSUKARUDAN.jpg,公式,17164
203/XY-P,ポンチョを着たピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/203-XY-P_pcg-a17145.webp,ポンチョを着たピカチュウ[203/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031638_P_PONCHOWOKITAPIKACHUU.jpg,公式,17145
204/XY-P,メガトウキョーのピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/204-XY-P_pcg-a17142.webp,メガトウキョーのピカチュウ[204/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031639_P_MEGATOUKYONOPIKACHUU.jpg,公式,17142
207/XY-P,ポンチョを着たピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/207-XY-P_pcg-a17133.webp,ポンチョを着たピカチュウ[207/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031640_P_PONCHOWOKITAPIKACHUU.jpg,公式,17133
208/XY-P,ポンチョを着たピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/208-XY-P_pcg-a17129.webp,ポンチョを着たピカチュウ[208/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031641_P_PONCHOWOKITAPIKACHUU.jpg,公式,17129
210/SM-P,紳士風のピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/210-SM-P_pcg-a17123.webp,紳士風のピカチュウ[210/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/035291_P_SHINSHIFUUNOPIKACHUU.jpg,公式,17123
211/SM-P,桜アフロのピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/211-SM-P_pcg-a17119.webp,桜アフロのピカチュウ[211/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/035292_P_SAKURAAFURONOPIKACHUU.jpg,公式,17119
215/XY-P,レックウザ,,https://minnano-toreka.com/wp-content/uploads/2026/07/215-XY-P_pcg-a17101.webp,レックウザ[215/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031862_P_REKKUUZA.jpg,公式,17101
216/XY-P,ヨルノズクBREAK,,https://minnano-toreka.com/wp-content/uploads/2026/07/216-XY-P_pcg-a17097.webp,ヨルノズクBREAK[216/XY-P],https://www.pokemon-card.com/assets/images/card_images/legend/XYP/031650_P_YORUNOZUKUBREAK.gif,公式,17097
218/BW-P,N,,https://minnano-toreka.com/wp-content/uploads/2026/07/218-BW-P_pcg-a17092.webp,N[218/BW-P],https://www.pokemon-card.com/assets/images/card_images/large/BWP/028758_T_N.jpg,公式,17092
218/XY-P,サトシゲッコウガEX,,https://minnano-toreka.com/wp-content/uploads/2026/07/218-XY-P_pcg-a17089.webp,サトシゲッコウガEX[218/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031647_P_SATOSHIGEKKOUGAEX.jpg,公式,17089
220/SM-P,ネクロズマGX,,https://minnano-toreka.com/wp-content/uploads/2026/07/220-SM-P_pcg-a17083.webp,ネクロズマGX[220/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/034849_P_NEKUROZUMAGX.jpg,公式,17083
221/XY-P,お公家さまと舞妓はんピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/221-XY-P_pcg-a17077.webp,お公家さまと舞妓はんピカチュウ[221/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031864_P_OKUGESAMATOMAIKOHANPIKACHUU.jpg,公式,17077
224/XY-P,ホウオウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/224-XY-P_pcg-a17066.webp,ホウオウ[224/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/032135_P_HOUOU.jpg,公式,17066
230/BW-P,トルネロスEX,,https://minnano-toreka.com/wp-content/uploads/2026/07/230-BW-P_pcg-a17046.webp,トルネロスEX[230/BW-P],https://www.pokemon-card.com/assets/images/card_images/large/BWP/028909_P_TORUNEROSUEX.jpg,公式,17046
230/S-P,ダンデ,,https://minnano-toreka.com/wp-content/uploads/2026/07/230-S-P_pcg-a17044.webp,ダンデ[230/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/039951_T_DANDE.jpg,公式,17044
230/XY-P,ポンチョを着たピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/230-XY-P_pcg-a17043.webp,ポンチョを着たピカチュウ[230/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/032191_P_PONCHOWOKITAPIKACHUU.jpg,公式,17043
231/XY-P,ポンチョを着たピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/231-XY-P_pcg-a17039.webp,ポンチョを着たピカチュウ[231/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/032192_P_PONCHOWOKITAPIKACHUU.jpg,公式,17039
232/XY-P,レックウザ,,https://minnano-toreka.com/wp-content/uploads/2026/07/232-XY-P_pcg-a17035.webp,レックウザ[232/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/032193_P_REKKUUZA.jpg,公式,17035
243/S-P,ビクティニV,,https://minnano-toreka.com/wp-content/uploads/2026/07/243-S-P_pcg-a17005.webp,ビクティニV[243/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/040891_P_BIKUTEINIV.jpg,公式,17005
243/XY-P,魅惑のポフレ,,https://minnano-toreka.com/wp-content/uploads/2026/07/243-XY-P_pcg-a17004.webp,魅惑のポフレ[243/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/032012_T_MIWAKUNOPOFURE.jpg,公式,17004
245/S-P,あなぬけのヒモ,,https://minnano-toreka.com/wp-content/uploads/2026/07/245-S-P_pcg-a16999.webp,あなぬけのヒモ[245/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/040893_T_ANANUKENOHIMO.jpg,公式,16999
246/XY-P,プラターヌ博士,,https://minnano-toreka.com/wp-content/uploads/2026/07/246-XY-P_pcg-a16996.webp,プラターヌ博士[246/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/032149_T_PURATANUHAKASE.jpg,公式,16996
248/SM-P,プレイヤーズセレモニー,,https://minnano-toreka.com/wp-content/uploads/2026/07/248-SM-P_pcg-a16992.webp,プレイヤーズセレモニー[248/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/035388_T_PUREIYAZUSEREMONI.jpg,公式,16992
256/XY-P,カリン,,https://minnano-toreka.com/wp-content/uploads/2026/07/256-XY-P_pcg-a16968.webp,カリン[256/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/032325_T_KARIN.jpg,公式,16968
257/XY-P,"<span class=""pcg pcg-megamark""></span>ボーマンダEX",,https://minnano-toreka.com/wp-content/uploads/2026/07/257-XY-P_pcg-a16965.webp,"<span class=""pcg pcg-megamark""></span>ボーマンダEX[257/XY-P]",https://www.pokemon-card.com/assets/images/card_images/large/XYP/032322_P_MBOMANDAEX.jpg,公式,16965
261/SM-P,マーイーカ,,https://minnano-toreka.com/wp-content/uploads/2026/07/261-SM-P_pcg-a16955.webp,マーイーカ[261/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/035235_P_MAIKA.jpg,公式,16955
262/XY-P,ヤドランEX,,https://minnano-toreka.com/wp-content/uploads/2026/07/262-XY-P_pcg-a16950.webp,ヤドランEX[262/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/032313_P_YADORANEX.jpg,公式,16950
269/XY-P,デンリュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/269-XY-P_pcg-a16930.webp,デンリュウ[269/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/032305_P_DENRYUU.jpg,公式,16930
270/SM-P,レッドのピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/270-SM-P_pcg-a16929.webp,レッドのピカチュウ[270/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/035399_P_REDDONOPIKACHUU.jpg,公式,16929
271/SM-P,エスケープボード,,https://minnano-toreka.com/wp-content/uploads/2026/07/271-SM-P_pcg-a16926.webp,エスケープボード[271/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/035458_T_ESUKEPUBODO.jpg,公式,16926
272/SM-P,ともだちてちょう,,https://minnano-toreka.com/wp-content/uploads/2026/07/272-SM-P_pcg-a16923.webp,ともだちてちょう[272/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/035459_T_TOMODACHITECHOU.jpg,公式,16923
274/XY-P,ポンチョを着たピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/274-XY-P_pcg-a16916.webp,ポンチョを着たピカチュウ[274/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/032310_P_PONCHOWOKITAPIKACHUU.jpg,公式,16916
